index,count,tx_0,action_types,swap_pools,token_path,action_groups,flash_pair
28,1,0x85485a8b10706534b3b671bdf63616380506ec45d53d6a1da5f75c981fa23362,"LLAMMA:token_in
LLAMMA:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in","LLAMMA-sfrxETH-crvUSD
LLAMMA-sfrxETH-crvUSD
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD

","sfrxeth
crvusd
crvusd
weth
eth
weth","LLAMMA:1
LLAMMA:1
LLAMMA:2
LLAMMA:2
WETH_withdraw:1
WETH_withdraw:1","




","LLAMMA:token_in
LLAMMA:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in
sfrxeth
crvusd
crvusd
weth
eth
weth"
29,1,0x05bf15087bd503cf820c3c88269481e0343107d73f1e07a48b47e46ec4740dc7,"LLAMMA:token_in
LLAMMA:token_out
MaverickSwap:token_out
MaverickSwap:token_in","LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
MaverickPool-WBTC-WETH:fee_400
MaverickPool-WBTC-WETH:fee_400","crvusd
weth
wbtc
weth","LLAMMA:1
LLAMMA:1
MaverickSwap:1
MaverickSwap:1","


","LLAMMA:token_in
LLAMMA:token_out
MaverickSwap:token_out
MaverickSwap:token_in
crvusd
weth
wbtc
weth"
30,1,0xca42d454a9ba0413d9e1ee4a903f285ab01172f9905429039637df8c70d835d1,"LLAMMA:token_in
LLAMMA:token_out
MaverickSwap:token_out
MaverickSwap:token_in
WETH_deposit:eth_in
WETH_deposit:weth_out
WETH_deposit:eth_in
WETH_deposit:weth_out","LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
MaverickPool-DAI-USDC:fee_500
MaverickPool-DAI-USDC:fee_500



","crvusd
weth
dai
usdc
eth
weth
eth
weth","LLAMMA:1
LLAMMA:1
MaverickSwap:1
MaverickSwap:1
WETH_deposit:2
WETH_deposit:2
WETH_deposit:3
WETH_deposit:3","






","LLAMMA:token_in
LLAMMA:token_out
MaverickSwap:token_out
MaverickSwap:token_in
WETH_deposit:eth_in
WETH_deposit:weth_out
WETH_deposit:eth_in
WETH_deposit:weth_out
crvusd
weth
dai
usdc
eth
weth
eth
weth"
31,1,0xfc3e9c61c50ee3386163bd37181df5c490c05b2787d28b96562c471080b518b4,"LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_out
CurveSwap:token_in
UniswapSwap:token_in","LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV3Pool-WETH-USDT:fee_500
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
UniswapV3Pool-WETH-USDT:fee_500","weth
crvusd
weth
crvusd
usdt","LLAMMA:1
LLAMMA:1
flash_borrow:UniswapV3Pool-WETH-USDT:fee_500:0
CurveSwap:1
flash_repay:UniswapV3Pool-WETH-USDT:fee_500:0","

0

0","LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_out
CurveSwap:token_in
UniswapSwap:token_in
weth
crvusd
weth
crvusd
usdt"
32,1,0xbf27c38695d9707fdcdedf367ad9ed0531099805d29027704f28f8c9fea243e3,"LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_out
UniswapSwap:token_in
CurveSwap:token_in
CurveSwap:token_out","LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV3Pool-WBTC-WETH:fee_500
UniswapV3Pool-WBTC-WETH:fee_500
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT","crvusd
weth
wbtc
weth
crvusd
usdt","LLAMMA:1
LLAMMA:1
UniswapSwap:1
UniswapSwap:1
CurveSwap:1
CurveSwap:1","




","LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_out
UniswapSwap:token_in
CurveSwap:token_in
CurveSwap:token_out
crvusd
weth
wbtc
weth
crvusd
usdt"
35,1,0x21622006c67f0da969e084d4af5976ee326a1a82e4764d4baa971346cfdd31c0,"UniswapSwap:token_in
UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out","UniswapV2Pool-WETH-DOG2
UniswapV2Pool-WETH-DOG2
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT","doge2.0
weth
weth
crvusd
crvusd
usdt","UniswapSwap:1
UniswapSwap:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1","




","UniswapSwap:token_in
UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
doge2.0
weth
weth
crvusd
crvusd
usdt"
36,1,0x7f506692677eca5f7766da2e090c8efecb4496694a73c151d1e50b155fc18979,"UniswapSwap:token_in
UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out","UniswapV2Pool-WETH-EverMoon
UniswapV2Pool-WETH-EverMoon
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC","evermoon
weth
weth
crvusd
crvusd
usdc","UniswapSwap:1
UniswapSwap:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1","




","UniswapSwap:token_in
UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
evermoon
weth
weth
crvusd
crvusd
usdc"
37,1,0x238e6261696feefda3f562fec8d575f04a09ef3b3fd12b72c9c5b865dbad605e,"UniswapSwap:token_in
UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out","UniswapV2Pool-WETH-UNIBOT
UniswapV2Pool-WETH-UNIBOT
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT","unibot
weth
weth
crvusd
crvusd
usdt","UniswapSwap:1
UniswapSwap:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1","




","UniswapSwap:token_in
UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
unibot
weth
weth
crvusd
crvusd
usdt"
38,1,0x44ab383bad56636a94165dff7883a77482f82cc22dbf452c340774632b38f242,"UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in","UniswapV3Pool-WETH-USDC:fee_500
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV3Pool-WETH-USDC:fee_500","usdc
usdc
crvusd
crvusd
weth
weth","flash_borrow:UniswapV3Pool-WETH-USDC:fee_500:0
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
flash_repay:UniswapV3Pool-WETH-USDC:fee_500:0","0




0","UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
usdc
usdc
crvusd
crvusd
weth
weth"
39,1,0x205e1d74f39bdd341b3a5bbf00f9836888b7ccdf2a18c27544887d4c65e1795e,"UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in","UniswapV3Pool-WETH-USDT:fee_500
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV3Pool-WETH-USDT:fee_500","usdt
usdt
crvusd
crvusd
weth
weth","flash_borrow:UniswapV3Pool-WETH-USDT:fee_500:0
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
flash_repay:UniswapV3Pool-WETH-USDT:fee_500:0","0




0","UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
usdt
usdt
crvusd
crvusd
weth
weth"
41,1,0xf92f2a9234cf0b59dbc96a601ef40f0175c1e2497af1cef98ba5bf22b5e0fe77,"UniswapSwap:token_out
DFXSwap:token_in
DFX_to_beneficiary
DFXSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in","UniswapV3Pool-WETH-XIDR:fee_3000
DFXPool-XIDR-USDC
DFXPool-XIDR-USDC
DFXPool-XIDR-USDC
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV3Pool-WETH-XIDR:fee_3000","xidr
xidr
usdc
usdc
usdc
crvusd
crvusd
weth
weth","flash_borrow:UniswapV3Pool-WETH-XIDR:fee_3000:0
DFXSwap:1
DFX_to_beneficiary:1
DFXSwap:1
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
flash_repay:UniswapV3Pool-WETH-XIDR:fee_3000:0","0







0","UniswapSwap:token_out
DFXSwap:token_in
DFX_to_beneficiary
DFXSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
xidr
xidr
usdc
usdc
usdc
crvusd
crvusd
weth
weth"
43,1,0x0e048401d372e8fbbec622766be2e7c0ed60545bf65e668b4c25ea89e0422f38,"UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_in","UniswapV3Pool-WETH-USDT:fee_500
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
UniswapV3Pool-WETH-USDT:fee_500","weth
weth
crvusd
crvusd
usdt
usdt","flash_borrow:UniswapV3Pool-WETH-USDT:fee_500:0
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
flash_repay:UniswapV3Pool-WETH-USDT:fee_500:0","0




0","UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_in
weth
weth
crvusd
crvusd
usdt
usdt"
44,1,0x3631969dec5cf49ce3b506a312b95f6d232145642c09dccf5fc95e136340ccfa,"UniswapSwap:token_out
UniswapSwap:token_in
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in","UniswapV3Pool-wMEMO-USDT:fee_10000
UniswapV3Pool-wMEMO-USDT:fee_10000
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD

","usdt
wmemo
usdt
crvusd
crvusd
weth
eth
weth","UniswapSwap:1
UniswapSwap:1
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
WETH_withdraw:1
WETH_withdraw:1","






","UniswapSwap:token_out
UniswapSwap:token_in
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in
usdt
wmemo
usdt
crvusd
crvusd
weth
eth
weth"
45,1,0x0a63274c13cdca650067610c78b4ff19575fa5173a7cf2f97bf6389405fe6a4e,"UniswapSwap:token_out
UniswapSwap:token_in
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out","UniswapV3Pool-WETH-RFD:fee_10000
UniswapV3Pool-WETH-RFD:fee_10000
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC","weth
rfd
weth
crvusd
crvusd
usdc","UniswapSwap:1
UniswapSwap:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1","




","UniswapSwap:token_out
UniswapSwap:token_in
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
weth
rfd
weth
crvusd
crvusd
usdc"
46,1,0xe5dd13dea11622957493c015af6df76a49d2b5ebce65d4d2c79bed6977618758,"UniswapSwap:token_out
UniswapSwap:token_in
UniswapSwap:token_in
UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out","UniswapV3Pool-WETH-SWAP:fee_10000
UniswapV3Pool-WETH-SWAP:fee_10000
UniswapV3Pool-WETH-PEPE2:fee_10000
UniswapV3Pool-WETH-PEPE2:fee_10000
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC","weth
swap
swap
weth
weth
crvusd
crvusd
usdc","UniswapSwap:1
UniswapSwap:1
UniswapSwap:2
UniswapSwap:2
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1","






","UniswapSwap:token_out
UniswapSwap:token_in
UniswapSwap:token_in
UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
weth
swap
swap
weth
weth
crvusd
crvusd
usdc"
47,1,0xeabf929ef9021a1bf36cfe894324e617d77fd5598415625b425f54abc57eeac2,"UniswapSwap:token_out
UniswapSwap:token_in
UniswapSwap:token_in
UniswapSwap:token_out
UniswapSwap:token_in
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_out
UniswapSwap:token_in
UniswapSwap:token_out
UniswapSwap:token_in","UniswapV3Pool-WETH-wstETH:fee_100
UniswapV3Pool-WETH-USDC:fee_500
UniswapV3Pool-WETH-wstETH:fee_100
UniswapV3Pool-WETH-USDC:fee_500
UniswapV3Pool-WETH-USDC:fee_500
UniswapV3Pool-WETH-USDC:fee_500
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV3Pool-WETH-DAI:fee_500
UniswapV3Pool-WETH-DAI:fee_500
UniswapV3Pool-WBTC-USDC:fee_500
UniswapV3Pool-WBTC-USDC:fee_500","wsteth
weth
usdc
weth
usdc
crvusd
weth
weth
dai
wbtc
usdc","UniswapSwap:1
UniswapSwap:2
UniswapSwap:3
UniswapSwap:4
UniswapSwap:4
LLAMMA:1
LLAMMA:1
UniswapSwap:5
UniswapSwap:5
UniswapSwap:6
UniswapSwap:6","









","UniswapSwap:token_out
UniswapSwap:token_in
UniswapSwap:token_in
UniswapSwap:token_out
UniswapSwap:token_in
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_out
UniswapSwap:token_in
UniswapSwap:token_out
UniswapSwap:token_in
wsteth
weth
usdc
weth
usdc
crvusd
weth
weth
dai
wbtc
usdc"
48,1,0xb8a561cf62012dc7c7f5c373344b0f49ac084b40181dd79ab7d492df1dfcb165,"UniswapSwap:token_out
UniswapSwap:token_in
WETH_deposit:eth_in
WETH_deposit:weth_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in","UniswapV2Pool-ETH-USDC
UniswapV2Pool-ETH-USDC


LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV2Pool-WETH-DOGC
UniswapV2Pool-WETH-DOGC

","eth
usdc
eth
weth
weth
crvusd
dogc
weth
eth
weth","UniswapSwap:1
UniswapSwap:1
WETH_deposit:1
WETH_deposit:1
LLAMMA:1
LLAMMA:1
UniswapSwap:2
UniswapSwap:2
WETH_withdraw:2
WETH_withdraw:2","








","UniswapSwap:token_out
UniswapSwap:token_in
WETH_deposit:eth_in
WETH_deposit:weth_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in
eth
usdc
eth
weth
weth
crvusd
dogc
weth
eth
weth"
49,1,0x87a476809b7d8738a87b5e1e5e7446e281941d1de538388b499394a81dc07c26,"UniswapSwap:token_out
UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_in","UniswapV3Pool-WETH-agEUR:fee_500
UniswapV3Pool-USDC-agEUR:fee_100
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV3Pool-USDC-agEUR:fee_100
UniswapV3Pool-WETH-agEUR:fee_500","ageur
usdc
usdc
crvusd
crvusd
weth
ageur
weth","flash_borrow:UniswapV3Pool-WETH-agEUR:fee_500:0
flash_borrow:UniswapV3Pool-USDC-agEUR:fee_100:1
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
flash_repay:UniswapV3Pool-USDC-agEUR:fee_100:1
flash_repay:UniswapV3Pool-WETH-agEUR:fee_500:0","0
1




1
0","UniswapSwap:token_out
UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_in
ageur
usdc
usdc
crvusd
crvusd
weth
ageur
weth"
50,1,0xbbd6ccc0c211c331f96ffad96eb187d4d0a850b8937b6b92c9f8f3134d731783,"UniswapSwap:token_out
UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_in","UniswapV3Pool-WETH-DAI:fee_500
UniswapV3Pool-USDT-DAI:fee_100
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV3Pool-USDT-DAI:fee_100
UniswapV3Pool-WETH-DAI:fee_500","dai
usdt
usdt
crvusd
crvusd
weth
dai
weth","flash_borrow:UniswapV3Pool-WETH-DAI:fee_500:0
flash_borrow:UniswapV3Pool-USDT-DAI:fee_100:1
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
flash_repay:UniswapV3Pool-USDT-DAI:fee_100:1
flash_repay:UniswapV3Pool-WETH-DAI:fee_500:0","0
1




1
0","UniswapSwap:token_out
UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_in
dai
usdt
usdt
crvusd
crvusd
weth
dai
weth"
51,1,0x178325e899aec348e6c0c05c899ff75c1df7a801e921be700f32f7e983938092,"UniswapSwap:token_out
UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_in","UniswapV3Pool-WETH-TGOLD:fee_3000
UniswapV3Pool-TUSD-TGOLD:fee_3000
CurveStableSwap-crvUSD-TUSD
CurveStableSwap-crvUSD-TUSD
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV3Pool-TUSD-TGOLD:fee_3000
UniswapV3Pool-WETH-TGOLD:fee_3000","tgold
tusd
tusd
crvusd
crvusd
weth
tgold
weth","flash_borrow:UniswapV3Pool-WETH-TGOLD:fee_3000:0
flash_borrow:UniswapV3Pool-TUSD-TGOLD:fee_3000:1
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
flash_repay:UniswapV3Pool-TUSD-TGOLD:fee_3000:1
flash_repay:UniswapV3Pool-WETH-TGOLD:fee_3000:0","0
1




1
0","UniswapSwap:token_out
UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_in
tgold
tusd
tusd
crvusd
crvusd
weth
tgold
weth"
55,1,0x59b947d35f958c13864026cf31e5b4469d2683e440c51dbfb7d791fb0d484c99,"WETH_deposit:eth_in
WETH_deposit:weth_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
WETH_deposit:eth_in
WETH_deposit:weth_out","

LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT

","eth
weth
weth
crvusd
crvusd
usdt
eth
weth","WETH_deposit:1
WETH_deposit:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
WETH_deposit:2
WETH_deposit:2","






","WETH_deposit:eth_in
WETH_deposit:weth_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
WETH_deposit:eth_in
WETH_deposit:weth_out
eth
weth
weth
crvusd
crvusd
usdt
eth
weth"
56,1,0xfc1ff9d10d4b6877080c12b70f98c509317907bba9111a27218ac31ba895ce01,"WETH_withdraw:eth_out
WETH_withdraw:weth_in
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in","

CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD

","eth
weth
usdt
crvusd
crvusd
weth
eth
weth","WETH_withdraw:1
WETH_withdraw:1
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
WETH_withdraw:2
WETH_withdraw:2","






","WETH_withdraw:eth_out
WETH_withdraw:weth_in
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in
eth
weth
usdt
crvusd
crvusd
weth
eth
weth"
57,1,0x6f8f2213822844c2f5250c85339656dc2785be23c716f98ebe72ba408dd520f0,"WETH_withdraw:eth_out
WETH_withdraw:weth_in
MaverickSwap:token_out
MaverickSwap:token_in
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in","

MaverickPool-MAV-USDC:fee_10000
MaverickPool-MAV-USDC:fee_10000
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD

","eth
weth
usdc
mav
usdc
crvusd
crvusd
weth
eth
weth","WETH_withdraw:2
WETH_withdraw:2
MaverickSwap:1
MaverickSwap:1
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
WETH_withdraw:3
WETH_withdraw:3","








","WETH_withdraw:eth_out
WETH_withdraw:weth_in
MaverickSwap:token_out
MaverickSwap:token_in
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in
eth
weth
usdc
mav
usdc
crvusd
crvusd
weth
eth
weth"
