index,count,tx_0,action_types,swap_pools,token_path,action_groups,flash_pair
46,2,0x5a1158ea00e8141352a7fb31b9428938668d7407d06a64ce5201ef5cf3478903,"PancakeSwap:token_out
frxETH_stake:frxETH_in
frxETH_stake:sFrxETH_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_out
PancakeSwap:token_in
UniswapSwap:token_in","PancakeV3Pool-WETH-frxETH


LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
UniswapV3Pool-WETH-USDC:fee_500
PancakeV3Pool-WETH-frxETH
UniswapV3Pool-WETH-USDC:fee_500","frxeth
frxeth
sfrxeth
sfrxeth
crvusd
crvusd
usdc
weth
weth
usdc","flash_borrow:PancakeV3Pool-WETH-frxETH:0
frxETH_stake:1
frxETH_stake:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
flash_borrow:UniswapV3Pool-WETH-USDC:fee_500:1
flash_repay:PancakeV3Pool-WETH-frxETH:0
flash_repay:UniswapV3Pool-WETH-USDC:fee_500:1","0






1
0
1"
55,2,0x80f7e55a86d06de9198972c7cad5f8f66877353dd47b8dbb7cf81709249b7dd6,"UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
frxETH_unstake:frxETH_out
frxETH_unstake:sFrxETH_in
CurveSwap:token_in
CurveSwap:token_out
WETH_deposit:eth_in
WETH_deposit:weth_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in
UniswapSwap:token_in","UniswapV3Pool-WETH-USDC:fee_500
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD


CurveStableSwap-ETH-FRXETH
CurveStableSwap-ETH-FRXETH




UniswapV3Pool-WETH-USDC:fee_500","usdc
usdc
crvusd
crvusd
sfrxeth
frxeth
sfrxeth
frxeth
eth
eth
weth
eth
weth
weth","flash_borrow:UniswapV3Pool-WETH-USDC:fee_500:0
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
frxETH_unstake:1
frxETH_unstake:1
CurveSwap:2
CurveSwap:2
WETH_deposit:1
WETH_deposit:1
WETH_withdraw:1
WETH_withdraw:1
flash_repay:UniswapV3Pool-WETH-USDC:fee_500:0","0












0"
70,2,0x11bb09fcd908b7c69a9ff6077a6d2213694a64ae4da95b2ddb7334a782fb26aa,"UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
frxETH_unstake:frxETH_out
frxETH_unstake:sFrxETH_in
SolidlySwap:token_in
SolidlySwap:token_out
SolidlySwap:token_in
UniswapSwap:token_in","UniswapV3Pool-WETH-USDT:fee_500
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD


SolidlySwap-WETH-frxETH
SolidlySwap-WETH-frxETH
SolidlySwap-WETH-frxETH,SolidlySwap-WETH-frxETH
UniswapV3Pool-WETH-USDT:fee_500","usdt
usdt
crvusd
crvusd
sfrxeth
frxeth
sfrxeth
frxeth
weth
frxeth
weth","flash_borrow:UniswapV3Pool-WETH-USDT:fee_500:0
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
frxETH_unstake:1
frxETH_unstake:1
flash_borrow:SolidlySwap-WETH-frxETH:1
SolidlySwap:1
flash_repay:SolidlySwap-WETH-frxETH:1
flash_repay:UniswapV3Pool-WETH-USDT:fee_500:0","0






1

1
0"
76,2,0xdaffae1070eadefe0a1a502abd872a9b5def69ff46b442fba0dcd43da57ee5fe,"UniswapSwap:token_out
frxETH_stake:frxETH_in
frxETH_stake:sFrxETH_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_in","UniswapV3Pool-WETH-frxETH:fee_500


LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
CurveTriCrypto-WBTC-ETH-USDT
CurveTriCrypto-WBTC-ETH-USDT
UniswapV3Pool-WETH-frxETH:fee_500","frxeth
frxeth
sfrxeth
sfrxeth
crvusd
crvusd
usdt
usdt
weth
weth","flash_borrow:UniswapV3Pool-WETH-frxETH:fee_500:0
frxETH_stake:1
frxETH_stake:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
CurveSwap:2
CurveSwap:2
flash_repay:UniswapV3Pool-WETH-frxETH:fee_500:0","0








0"
82,2,0xf8eba8d76621ae89bfec1b659c91222bd4a273d429c209d8fd3e7de58cc52ec2,"UniswapSwap:token_out
UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
BalancerVault:token_in
BalancerVault:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in
UniswapSwap:token_in","UniswapV3Pool-WETH-wstETH:fee_100
UniswapV3Pool-WETH-USDC:fee_500
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
BalancerVault
UniswapV3Pool-WETH-wstETH:fee_100,BalancerVault


UniswapV3Pool-WETH-USDC:fee_500","weth
usdc
usdc
crvusd
crvusd
sfrxeth
sfrxeth
wsteth
eth
weth
weth","UniswapSwap:1
flash_borrow:UniswapV3Pool-WETH-USDC:fee_500:0
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
BalancerVault:1
BalancerVault:1
WETH_withdraw:1
WETH_withdraw:1
flash_repay:UniswapV3Pool-WETH-USDC:fee_500:0","
0








0"
83,2,0x633c0b3c58a479d18374d90cd85ad308ab310f1df5703744e4767b9e7d79d884,"UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
BalancerVault:token_in
BalancerVault:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in","UniswapV3Pool-WETH-wstETH:fee_500
CurveTriCrypto-WBTC-ETH-USDT
CurveTriCrypto-WBTC-ETH-USDT
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
BalancerVault
UniswapV3Pool-WETH-wstETH:fee_500,BalancerVault

","weth
weth
usdt
usdt
crvusd
crvusd
sfrxeth
sfrxeth
wsteth
eth
weth","UniswapSwap:1
CurveSwap:1
CurveSwap:1
CurveSwap:2
CurveSwap:2
LLAMMA:1
LLAMMA:1
BalancerVault:1
BalancerVault:1
WETH_withdraw:1
WETH_withdraw:1","









"
0,1,0xef489282553c88fe01ba0fc6d40aa782ac758171d4c21f8336d93c963e64719d,"
WETH_deposit:eth_in
WETH_deposit:weth_out
WETH_transfer

CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
sfrxETH_transfer
sfrxETH_transfer","




CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD

","eth
eth
weth
weth
usdc
usdc
crvusd
crvusd
sfrxeth
sfrxeth
sfrxeth","
WETH_deposit:1
WETH_deposit:1
WETH_transfer:1

CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
sfrxETH_transfer:1
sfrxETH_transfer:1","









"
1,1,0x03233be79ca4e0b0a4b0113a2513c99a0a95c2aee7f66e528f5c281f5c930a5c,"


CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
sfrxETH_transfer
sfrxETH_transfer
sfrxETH_transfer","


CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD


","frax
usdc
frax
usdc
crvusd
crvusd
sfrxeth
sfrxeth
sfrxeth
sfrxeth","


CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
sfrxETH_transfer:1
sfrxETH_transfer:1
sfrxETH_transfer:1","








"
2,1,0x861b94e8cf54fd185d393a1a4236f54d7ac0097afa20dba5128237c257ba430b,"


CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
sfrxETH_transfer
sfrxETH_transfer
sfrxETH_transfer
sfrxETH_transfer","


CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD



","usdt
usdt
usdt
usdt
crvusd
crvusd
sfrxeth
sfrxeth
sfrxeth
sfrxeth
sfrxeth","


CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
sfrxETH_transfer:1
sfrxETH_transfer:1
sfrxETH_transfer:1
sfrxETH_transfer:1","









"
3,1,0x80fec76bef2bf83d919d6f9564a5d2d043537de7e9358b8c0156673b4f568ea0,"
WETH_deposit:eth_in
WETH_deposit:weth_out
UniswapSwap:token_out
UniswapSwap:token_in
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
sfrxETH_transfer
sfrxETH_transfer","


UniswapV3Pool-WETH-USDC:fee_500
UniswapV3Pool-WETH-USDC:fee_500
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD

","eth
eth
weth
usdc
weth
usdc
crvusd
crvusd
sfrxeth
sfrxeth
sfrxeth","
WETH_deposit:1
WETH_deposit:1
UniswapSwap:1
UniswapSwap:1
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
sfrxETH_transfer:1
sfrxETH_transfer:1","









"
5,1,0xae10529c097f56ba3e306ed0e58ca40567feb0cf053b18fc29f5be85cf2a25e5,"WETH_withdraw:eth_out
WETH_withdraw:weth_in
CurveSwap:token_in
CurveSwap:token_out
frxETH_stake:frxETH_in
frxETH_stake:sFrxETH_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
PancakeSwap:token_out
PancakeSwap:token_in","

CurveStableSwap-ETH-FRXETH
CurveStableSwap-ETH-FRXETH


LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
PancakeV3Pool-WETH-USDT
PancakeV3Pool-WETH-USDT","eth
weth
eth
frxeth
frxeth
sfrxeth
sfrxeth
crvusd
crvusd
usdt
weth
usdt","WETH_withdraw:1
WETH_withdraw:1
CurveSwap:1
CurveSwap:1
frxETH_stake:1
frxETH_stake:1
LLAMMA:1
LLAMMA:1
CurveSwap:2
CurveSwap:2
PancakeSwap:1
PancakeSwap:1","










"
7,1,0x59d139760c6486236b6ec0d13f74ed7302754c9256d55774b44cae5e1ad9e5c0,"frxETH_unstake:frxETH_out
frxETH_unstake:sFrxETH_in
CurveRouter:token_in
CurveSwap:token_in
CurveSwap:token_out
CurveSwap:token_in
CurveSwapWETH_Deposit:eth_out
CurveSwapWETH_Deposit:weth_in
CurveSwap:token_out
CurveMetaPool_Swap:token_in
CurveMetaPool_Swap:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveRouter:token_out
LLAMMA:token_in
LLAMMA:token_out
sfrxETH_transfer","

CurveSwapRouter
CurveSwapRouter,CurveStableSwap-ETH-FRXETH
CurveSwapRouter,CurveStableSwap-ETH-FRXETH
CurveSwapRouter,CurveTriCrypto-WBTC-ETH-USDT
CurveTriCrypto-WBTC-ETH-USDT
CurveTriCrypto-WBTC-ETH-USDT
CurveSwapRouter,CurveTriCrypto-WBTC-ETH-USDT
CurveSwapRouter,Curve3Pool-DAI-USDC-USDT
CurveSwapRouter,Curve3Pool-DAI-USDC-USDT
CurveSwapRouter,CurveStableSwap-crvUSD-USDC
CurveSwapRouter,CurveStableSwap-crvUSD-USDC
CurveSwapRouter
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
","frxeth
sfrxeth
frxeth
frxeth
eth
eth
eth
weth
usdt
usdt
usdc
usdc
crvusd
crvusd
crvusd
sfrxeth
sfrxeth","frxETH_unstake:1
frxETH_unstake:1
CurveRouter:1
CurveRouter:1,CurveSwap:1
CurveRouter:1,CurveSwap:1
CurveRouter:1,CurveSwap:2
CurveRouter:1,CurveSwap:2,CurveSwapWETH_Deposit:1
CurveRouter:1,CurveSwap:2,CurveSwapWETH_Deposit:1
CurveRouter:1,CurveSwap:2
CurveRouter:1,CurveMetaPool_Swap:1
CurveRouter:1,CurveMetaPool_Swap:1
CurveRouter:1,CurveSwap:4
CurveRouter:1,CurveSwap:4
CurveRouter:1
LLAMMA:1
LLAMMA:1
sfrxETH_transfer:2","















"
8,1,0x64dfbe01f2fe7d288fbf7b5ce8c0f2aa3ae219b7bce9d2154cd40b5c2eb48db9,"frxETH_unstake:frxETH_out
frxETH_unstake:sFrxETH_in
CurveRouter:token_in
CurveSwap:token_in
CurveSwap:token_out
CurveSwap:token_in
CurveSwapWETH_Deposit:eth_out
CurveSwapWETH_Deposit:weth_in
CurveSwap:token_out
CurveSwap:token_in
CurveMetaPool_Swap:token_in
CurveMetaPool_LP:LP_mint
CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveRouter:token_out
LLAMMA:token_in
LLAMMA:token_out
sfrxETH_transfer","

CurveSwapRouter
CurveSwapRouter,CurveStableSwap-ETH-FRXETH
CurveSwapRouter,CurveStableSwap-ETH-FRXETH
CurveSwapRouter,CurveTriCrypto-WBTC-ETH-USDT
CurveTriCrypto-WBTC-ETH-USDT
CurveTriCrypto-WBTC-ETH-USDT
CurveSwapRouter,CurveTriCrypto-WBTC-ETH-USDT
CurveSwapRouter,CurveStableSwap-TUSD-3POOL
CurveStableSwap-TUSD-3POOL,Curve3Pool-DAI-USDC-USDT
CurveStableSwap-TUSD-3POOL
CurveSwapRouter,CurveStableSwap-TUSD-3POOL
CurveSwapRouter,CurveStableSwap-crvUSD-TUSD
CurveSwapRouter,CurveStableSwap-crvUSD-TUSD
CurveSwapRouter
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
","frxeth
sfrxeth
frxeth
frxeth
eth
eth
eth
weth
usdt
usdt
usdt
3crv
tusd
tusd
crvusd
crvusd
crvusd
sfrxeth
sfrxeth","frxETH_unstake:1
frxETH_unstake:1
CurveRouter:1
CurveRouter:1,CurveSwap:1
CurveRouter:1,CurveSwap:1
CurveRouter:1,CurveSwap:2
CurveRouter:1,CurveSwap:2,CurveSwapWETH_Deposit:1
CurveRouter:1,CurveSwap:2,CurveSwapWETH_Deposit:1
CurveRouter:1,CurveSwap:2
CurveRouter:1,CurveSwap:4
CurveRouter:1,CurveSwap:4,CurveMetaPool_Swap:1
CurveRouter:1,CurveSwap:4,CurveMetaPool_LP:2
CurveRouter:1,CurveSwap:4
CurveRouter:1,CurveSwap:6
CurveRouter:1,CurveSwap:6
CurveRouter:1
LLAMMA:1
LLAMMA:1
sfrxETH_transfer:2","

















"
9,1,0xd4e5d4f283944e3144fb0117d56d8b7ef4c06079a497c9154494d6bbd6e53cd2,"sfrxETH_transfer
BalancerVault:token_in
BalancerVault:token_out
WETH_transfer

WETH_withdraw:eth_out
WETH_withdraw:weth_in
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
WETH_transfer

WETH_withdraw:eth_out
WETH_withdraw:weth_in
","
BalancerVault
BalancerVault




LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC




","sfrxeth
sfrxeth
wsteth
weth
wsteth
eth
weth
sfrxeth
crvusd
crvusd
usdc
weth
usdc
eth
weth
eth","sfrxETH_transfer:1
BalancerVault:1
BalancerVault:1
WETH_transfer:1

WETH_withdraw:2
WETH_withdraw:2
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
WETH_transfer:3

WETH_withdraw:4
WETH_withdraw:4
","














"
10,1,0xe3c1573fd5e1b398b9dfc4882486a397f2daf456a4453561efe042628223312b,"sfrxETH_transfer
BalancerVault:token_in
BalancerVault:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
WETH_transfer

UniswapSwap:token_out
UniswapSwap:token_in
WETH_transfer
WETH_transfer","
BalancerVault
BalancerVault
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC


UniswapV3Pool-WETH-USDC:fee_500
UniswapV3Pool-WETH-USDC:fee_500

","sfrxeth
sfrxeth
weth
sfrxeth
crvusd
crvusd
usdc
weth
usdc
weth
usdc
weth
weth","sfrxETH_transfer:1
BalancerVault:1
BalancerVault:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
WETH_transfer:1

UniswapSwap:1
UniswapSwap:1
WETH_transfer:2
WETH_transfer:2","











"
11,1,0x6fdb95adec1ff7e1a0f6b43298b7ce3f551736d18d1366003c3315082a52448b,"
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
sfrxETH_transfer
sfrxETH_transfer
sfrxETH_transfer
BalancerVault:token_in
BalancerVault:token_out
","
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD



BalancerVault
BalancerVault
","usdc
usdc
crvusd
crvusd
sfrxeth
sfrxeth
sfrxeth
sfrxeth
sfrxeth
usdc
usdc","
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
sfrxETH_transfer:1
sfrxETH_transfer:1
sfrxETH_transfer:1
BalancerVault:1
BalancerVault:1
","









"
13,1,0xd35a13292ffff9955eac29db10df9871a552c140d09dbc55bd3ff3a0c4abb381,"
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
sfrxETH_transfer
sfrxETH_transfer","
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD

","usdt
usdt
crvusd
crvusd
sfrxeth
sfrxeth
sfrxeth","
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
sfrxETH_transfer:1
sfrxETH_transfer:1","





"
16,1,0x60c5aa70314f6a23630cd719075188f8371351411c1baf8f7ced2059b9296858,"sfrxETH_transfer
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out

WETH_transfer
WETH_transfer
WETH_transfer","
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC



","sfrxeth
sfrxeth
crvusd
crvusd
usdc
usdc
weth
weth
weth","sfrxETH_transfer:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1

WETH_transfer:1
WETH_transfer:1
WETH_transfer:1","







"
17,1,0x4807813e8c07e9d3e3883d74e2e4a2a96eeb57982f78702ffed3a025fd5ba897,"sfrxETH_transfer
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
","
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
","sfrxeth
sfrxeth
crvusd
crvusd
usdt
usdt","sfrxETH_transfer:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
","




"
25,1,0x7d91f6ada031e38e22905bb265fabccf1c32a3b69ef3d97d1c7e8ccc78e822a8,"BalancerVault:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
frxETH_unstake:frxETH_out
frxETH_unstake:sFrxETH_in

BalancerVault:token_in
frxETH_transfer","BalancerVault
CurveStableSwap-crvUSD-FRAX
CurveStableSwap-crvUSD-FRAX
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD



BalancerVault
","frax
frax
crvusd
crvusd
sfrxeth
frxeth
sfrxeth
frax
frax
frxeth","flash_borrow:BalancerVault:0
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
frxETH_unstake:1
frxETH_unstake:1

flash_repay:BalancerVault:0
frxETH_transfer:2","0







0
"
28,1,0xa1ff0ca0577a92197ea18099dbd56fdedfc50ce6f2134d64affee83ea548d1bb,"CurveSwap:token_in
CurveSwap:token_out
frxETH_stake:frxETH_in
frxETH_stake:sFrxETH_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out

WETH_deposit:weth_out","CurveStableSwap-ETH-FRXETH
CurveStableSwap-ETH-FRXETH


LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT

","eth
frxeth
frxeth
sfrxeth
sfrxeth
crvusd
crvusd
usdt
eth
weth","CurveSwap:1
CurveSwap:1
frxETH_stake:1
frxETH_stake:1
LLAMMA:1
LLAMMA:1
CurveSwap:2
CurveSwap:2

WETH_deposit:1","








"
29,1,0x30cb06b8f9a245cfa15670a3de1f866a6aa1fe875d18a2f24376c785a93dbf73,"CurveSwap:token_in

CurveSwap:token_in
CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out

frxETH_stake:frxETH_in
frxETH_stake:sFrxETH_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out","CurveStableSwap-FRAX-USDC

CurveCryptoSwap-CVX-crvFRAX
CurveCryptoSwap-CVX-crvFRAX
CurveCryptoSwap-frxETH-CVX
CurveCryptoSwap-frxETH-CVX



LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC","usdc
crvfrax
crvfrax
cvx
cvx
frxeth
frxethcvx-f
frxeth
sfrxeth
sfrxeth
crvusd
crvusd
usdc","CurveSwap:1

CurveSwap:2
CurveSwap:2
CurveSwap:3
CurveSwap:3

frxETH_stake:1
frxETH_stake:1
LLAMMA:1
LLAMMA:1
CurveSwap:4
CurveSwap:4","











"
30,1,0x422228af992ec4ec88e2b8d5c69d896e1473d44c46395d1469b0bdc12f308834,"CurveSwap:token_in

CurveSwap:token_in
CurveSwap:token_out
BalancerVault:token_in
BalancerVault:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out","CurveStableSwap-FRAX-USDC

CurveStableSwap-BADGER-crvFRAX
CurveStableSwap-BADGER-crvFRAX
BalancerVault
BalancerVault
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD
CurveStableSwap-crvUSD-FRAX
CurveStableSwap-crvUSD-FRAX","frax
crvfrax
crvfrax
badger
badger
sfrxeth
sfrxeth
crvusd
crvusd
frax","CurveSwap:1

CurveSwap:2
CurveSwap:2
BalancerVault:1
BalancerVault:1
LLAMMA:1
LLAMMA:1
CurveSwap:3
CurveSwap:3","








"
31,1,0xba985b4100b5dae5c2f70359ce036866978ad629e6345e11d61a58b59eb6cd2b,"CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
frxETH_unstake:frxETH_out
frxETH_unstake:sFrxETH_in
CurveSwap:token_in
CurveSwap:token_out

CurveSwap:token_in
CurveSwap:token_out

CurveSwap:token_out","CurveStableSwap-crvUSD-FRAX
CurveStableSwap-crvUSD-FRAX
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD


CurveCryptoSwap-frxETH-CVX
CurveCryptoSwap-frxETH-CVX

CurveCryptoSwap-CVX-crvFRAX
CurveCryptoSwap-CVX-crvFRAX

CurveStableSwap-FRAX-USDC","frax
crvusd
crvusd
sfrxeth
frxeth
sfrxeth
frxeth
cvx
frxethcvx-f
cvx
crvfrax
crvfrax
frax","CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
frxETH_unstake:1
frxETH_unstake:1
CurveSwap:2
CurveSwap:2

CurveSwap:3
CurveSwap:3

CurveSwap:4","











"
32,1,0xd2d443faf4258933a6626203664db8abb7a7c425af54d688a0b6715f56982199,"CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
frxETH_unstake:frxETH_out
frxETH_unstake:sFrxETH_in
CurveSwap:token_in
CurveSwap:token_out

CurveSwap:token_in
CurveSwap:token_out

CurveSwap:token_out","CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-sFrxETH-crvUSD
LLAMMA-sFrxETH-crvUSD


CurveCryptoSwap-frxETH-CVX
CurveCryptoSwap-frxETH-CVX

CurveCryptoSwap-CVX-crvFRAX
CurveCryptoSwap-CVX-crvFRAX

CurveStableSwap-FRAX-USDC","usdc
crvusd
crvusd
sfrxeth
frxeth
sfrxeth
frxeth
cvx
frxethcvx-f
cvx
crvfrax
crvfrax
usdc","CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
frxETH_unstake:1
frxETH_unstake:1
CurveSwap:2
CurveSwap:2

CurveSwap:3
CurveSwap:3

CurveSwap:4","











"
36,1,0x6f8c9ecf443119d5cda5af0df65cd41756e856c4e2bcdd9b0907749c84abd275,"CurveRouter:token_in
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveRouter:token_out","CurveSwapRouter
CurveSwapRouter,LLAMMA-sFrxETH-crvUSD
CurveSwapRouter,LLAMMA-sFrxETH-crvUSD
CurveSwapRouter,CurveStableSwap-crvUSD-USDC
CurveSwapRouter,CurveStableSwap-crvUSD-USDC
CurveSwapRouter,CurveTriCryptoNG-WBTC-USDC
CurveSwapRouter,CurveTriCryptoNG-WBTC-USDC
CurveSwapRouter","sfrxeth
sfrxeth
crvusd
crvusd
usdc
usdc
eth
eth","CurveRouter:1
CurveRouter:1,LLAMMA:1
CurveRouter:1,LLAMMA:1
CurveRouter:1,CurveSwap:1
CurveRouter:1,CurveSwap:1
CurveRouter:1,CurveSwap:2
CurveRouter:1,CurveSwap:2
CurveRouter:1","






"
37,1,0xc5b1c33eda95d48e3c2e0ffbd42d7366681f79611b645fa3f80b22f1c6e1954c,"CurveRouter:token_in
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveRouter:token_out","CurveSwapRouter
CurveSwapRouter,LLAMMA-sFrxETH-crvUSD
CurveSwapRouter,LLAMMA-sFrxETH-crvUSD
CurveSwapRouter,CurveStableSwap-crvUSD-USDT
CurveSwapRouter,CurveStableSwap-crvUSD-USDT
CurveSwapRouter","sfrxeth
sfrxeth
crvusd
crvusd
usdt
usdt","CurveRouter:1
CurveRouter:1,LLAMMA:1
CurveRouter:1,LLAMMA:1
CurveRouter:1,CurveSwap:1
CurveRouter:1,CurveSwap:1
CurveRouter:1","




"
